id,Birth_y,Sex,LifeTime,LastLog_days_ago,LastPayment_days_ago,Sessions,Payments,Money,Level
581,1957,male,111,2,70,352,7,"31,96",24
582,1970,female,318,2,168,191,5,"24,95",11
583,1957,female,505,3,179,1595,19,"98,81",50
584,1958,female,105,3,96,200,7,"59,95",127
585,1945,male,713,2,117,19,1,"0,99",13
586,1955,male,528,2,106,540,2,"6,99",30
587,1950,male,503,7,45,163,1,"0,99",25
588,1965,male,372,9,59,261,10,"52,9",65
589,1960,female,892,14,342,17,5,"21,95",8
590,1953,,712,7,12,865,40,"402,69",142
591,1970,male,320,2,149,298,1,"0,99",20
592,1978,female,125,26,125,7,1,"9,99",30
593,1968,female,150,3,79,578,22,"11,98",651
594,1967,female,309,10,269,721,11,"63,89",63
595,1945,female,288,2,39,1122,15,"103,85",68
596,1957,female,123,4,89,110,4,"9,99",53
597,1963,male,137,2,137,409,1,"1,99",23
598,1968,female,117,13,13,3,1,"0,99",16
599,1970,female,109,12,81,70,5,"13,98",43
600,1945,female,473,2,61,369,40,"301,6",84
601,1959,male,897,2,437,446,2,"5,98",24
602,1970,female,329,30,128,86,12,"254,88",64
603,1965,male,101,2,40,63,10,"82,94",80
604,1955,male,88,14,42,80,5,"22,95",58
605,1948,female,81,21,55,49,1,"0,99",22
606,1970,female,324,2,214,387,4,"25,96",36
607,1936,female,122,2,121,274,7,"42,93",71
608,1967,male,101,2,101,275,2,"1,98",28
609,1954,male,502,2,208,784,3,"2,97",19
610,1958,male,713,2,50,470,8,"43,92",40
611,1962,male,665,23,625,237,3,"17,97",20
612,1952,female,290,9,39,87,10,"57,94",80
613,1966,female,121,2,15,254,68,"1422,47",293
614,1956,female,305,2,82,314,5,14,52
615,1966,female,137,9,39,192,7,"31,94",57
616,1963,female,91,22,90,22,3,"4,99",33
617,1962,female,90,3,62,113,10,"71,92",100
618,1949,female,305,4,67,346,37,"332,66",79
619,1949,male,284,7,218,152,1,"0,99",16
620,1963,male,136,2,9,347,14,"55,87",74
621,1953,male,339,20,271,256,6,"31,94",32
622,1977,male,298,2,12,203,9,"415,91",164
623,1963,male,495,6,47,370,9,"20,97",52
624,1987,female,110,3,44,124,3,8,36
625,1978,male,102,8,28,26,3,"6,97",54
626,1970,male,860,3,573,4795,11,"66,95",83
627,1949,male,469,2,464,611,1,"4,99",36
628,1970,female,325,5,62,41,3,"16,97",27
629,1965,male,306,15,253,93,14,"116,85",18
630,1959,male,489,2,42,1230,5,"49,96",88
631,1970,male,123,8,112,58,5,"31,95",76
632,1945,male,397,3,30,268,7,"39,94",79
633,1981,male,266,2,142,327,2,"2,98",12
634,1939,male,682,3,638,2421,3,"10,97",22
635,1949,male,507,2,29,680,18,"261,85",137
636,1962,female,484,2,246,1152,6,"5,94",8
637,1970,male,318,7,317,10,1,"1,99",27
638,1962,male,138,3,138,182,6,"21,95",24
639,1955,male,89,22,64,38,7,"29,96",52
640,1960,female,82,5,5,43,5,"194,95",128
641,1954,male,343,3,338,715,3,"19,97",86
642,1970,male,325,11,310,71,4,"11,96",8
643,1970,male,275,4,67,208,12,"190,89",57
644,1951,female,131,4,107,191,3,"9,97",38
645,1967,male,95,22,89,35,9,"109,93",110
646,1968,male,479,2,443,723,6,"299,94",36
647,1957,female,862,2,94,414,11,"24,91",60
648,1976,male,122,12,115,37,1,2,31
649,1970,male,110,25,90,84,1,2,29
650,1928,male,103,26,98,100,13,"80,88",128
651,1950,male,688,2,489,963,1,"0,99",20
652,1945,female,82,2,76,73,1,"4,99",27
653,1957,male,668,8,456,169,1,"0,99",25
654,1970,male,325,2,306,150,3,"14,97",21
655,1970,female,287,2,280,771,5,"24,95",46
656,1936,female,150,2,97,555,5,"33,95",43
657,1976,male,89,2,88,72,1,"4,99",24
658,1949,male,643,21,60,15,2,"2,99",25
659,1947,male,436,3,3,44,7,"46,94",44
660,1958,female,306,2,288,278,1,"9,99",17
661,1970,female,287,1,184,214,6,"32,94",25
662,1956,male,89,29,43,169,6,"26,99",52
663,1970,female,190,2,170,259,1,"4,99",17
664,1970,female,337,2,287,576,4,"16,96",22
665,1961,male,301,2,3,407,33,"307,75",166
666,1949,male,125,26,26,17,5,"34,95",53
667,1973,male,111,2,18,212,34,"353,67",206
668,1961,male,103,2,5,65,13,"156,91",114
669,1959,male,503,2,6,546,51,"681,51",137
670,1965,male,482,1,265,1200,2,"1,98",15
671,1963,male,860,9,22,346,10,"57,91",63
672,1937,female,521,2,19,459,6,"14,98",52
673,1965,male,499,2,390,928,12,"47,88",45
674,1960,female,295,25,287,12,4,"30,95",5
675,1970,male,279,3,240,31,1,"0,99",28
676,1967,male,285,4,159,119,2,"1,99",14
677,1950,male,515,2,212,54,6,"58,94",7
678,1972,male,709,3,160,496,1,1,24
679,1936,male,301,7,118,216,6,"8,95",36
680,1954,female,102,9,22,88,9,"43,95",75
681,1970,male,293,14,267,25,3,"2,97",8
682,1943,female,108,7,78,191,8,"35,94",57
683,1963,female,106,13,75,61,6,"27,95",59
684,1978,male,725,22,580,571,12,"51,88",34
685,1982,female,291,12,286,257,7,"40,93",23
686,1950,female,287,4,29,577,14,"18,86",49
687,1936,female,115,2,6,640,13,"115,95",112
688,1954,female,106,3,55,155,4,"6,98",38
689,1970,female,93,4,57,226,10,"408,91",143
690,1991,female,157,2,157,629,1,"24,99",668
691,1969,male,296,2,177,176,3,"8,97",18
692,1954,male,296,4,177,273,6,"31,94",18
693,1956,male,498,8,26,354,13,"191,88",78
694,1972,male,345,2,327,1662,1,"0,99",798
695,1948,male,297,13,66,23,8,"88,91",81
696,1940,female,291,2,91,27,11,"73,88",43
697,1954,female,80,6,37,181,9,"37,95",90
698,1946,male,122,2,51,564,7,"34,93",56
699,1966,male,509,9,486,31,5,"27,95",7
700,1962,male,477,3,184,944,10,"16,9",29
701,1970,male,323,27,56,191,435,"2833,56",277
702,1972,female,864,3,31,1547,26,"551,77",135
703,1970,male,333,23,192,137,1,"0,99",23
704,1970,female,130,30,95,116,5,"16,97",36
705,1970,male,327,3,311,287,1,"4,99",23
706,1990,male,136,17,89,9,1,"0,99",20
707,1968,male,99,3,23,119,4,"9,96",43
708,1966,male,101,3,27,56,1,"0,99",10
709,1964,male,85,2,22,463,29,"186,72",125
710,1970,male,335,3,3,12,9,"59,92",54
711,1944,female,287,3,18,136,6,"15,98",53
712,1955,male,275,2,26,78,2,"4,99",33
713,1972,female,144,16,16,12,1,"4,99",18
714,1956,male,91,3,17,9,4,"13,96",43
715,1967,male,904,15,97,160,4,"6,97",33
716,1953,male,481,2,442,1068,2,"5,98",34
717,1953,female,306,2,167,807,2,"10,98",39
718,1960,male,289,29,283,38,3,"2,97",7
719,1962,female,111,2,10,159,56,"1455,52",341
720,1974,male,252,12,251,5,1,"0,99",8
721,1967,male,701,6,685,214,1,"5,99",23
722,1950,female,479,3,55,9,3,"12,97",22
723,1948,male,306,5,117,483,2,"10,98",40
724,1921,male,72,2,65,170,1,2,28
725,1977,male,112,1,83,528,10,"178,9",181
726,1950,female,115,1,5,191,4,"7,98",51
727,1970,female,91,14,45,60,7,"55,95",73
728,1970,male,84,12,42,50,2,"1,98",20
729,1960,male,679,25,664,106,1,"0,99",12
730,1958,female,341,8,13,477,25,"180,8",149
731,1953,male,295,6,6,20,4,"44,96",77
732,1963,male,90,8,8,7,3,"8,98",48
733,1954,male,288,28,217,133,2,"5,98",16
734,1963,male,499,2,488,887,2,"5,98",40
735,1969,male,481,2,330,2165,12,"304,88",999
736,1964,female,306,24,207,200,1,"4,99",13
737,1947,female,139,2,130,63,3,"43,98",16
738,1946,male,111,9,38,82,1,"0,99",15
739,1965,male,90,18,28,76,11,"55,91",75
740,1982,male,303,2,2,228,25,"244,76",108
741,1951,female,48,2,24,140,14,"80,89",80
742,1976,male,865,2,3,197,11,"57,9",95
743,1952,female,301,3,193,98,2,"5,98",27
744,1959,female,137,2,44,239,6,"26,94",60
745,1955,male,125,2,92,149,8,"23,92",48
746,1971,female,143,13,13,29,6,"22,95",41
747,1955,female,863,7,12,173,4,"8,97",47
748,1949,male,709,1,537,218,1,"4,99",20
749,1970,female,491,2,373,1427,16,"81,84",124
750,1949,female,301,2,97,364,22,"154,78",62
751,1974,female,123,20,20,2,1,"4,99",6
752,1996,male,103,15,103,80,1,"0,99",24
753,1946,male,691,13,69,217,13,"66,89",58
754,1961,male,492,1,29,474,2,"2,99",43
755,1958,female,295,1,1,256,47,"877,86",264
756,1960,female,123,3,103,20,2,4,36
757,1964,female,102,1,87,520,3,"12,98",46
758,1942,male,92,17,25,126,5,"45,96",52
759,1975,male,82,8,77,141,5,"15,96",62
760,1975,female,666,10,353,76,4,"20,96",22
761,1943,female,301,1,47,236,8,"59,94",79
762,1960,male,911,12,560,16,1,"0,99",10
763,1953,,134,2,67,196,16,"381,88",98
764,1956,male,116,2,86,198,5,"14,96",51
765,1905,male,110,3,96,71,1,"0,99",25
766,1960,male,371,9,220,410,4,"17,96",41
767,1970,male,230,2,95,746,7,"95,94",159
768,1963,male,216,7,119,364,13,"81,87",130
769,1967,male,118,3,90,99,5,"85,97",100
770,1985,male,664,7,630,1269,10,"31,9",41
771,1977,female,304,2,303,500,1,"4,99",39
772,1960,female,104,2,68,349,2,"2,99",30
773,1949,male,103,6,33,475,11,"126,9",110
774,1965,male,293,22,120,35,1,"9,99",70
775,1949,female,284,3,109,303,24,"159,8",64
776,1955,male,901,2,270,943,2,"54,98",47
777,1970,female,707,5,103,138,4,"8,99",38
778,1970,male,328,2,167,232,1,"0,99",13
779,1954,female,143,2,69,109,2,"2,99",24
780,1970,female,306,3,28,116,21,"49,81",62
781,1956,female,121,8,119,132,3,"9,97",46
782,1956,male,94,6,70,13,6,"76,94",71
783,1965,female,111,2,32,164,22,"339,84",169
784,1975,male,101,2,12,145,7,"41,95",75
785,1955,male,878,22,267,371,15,"72,85",18
786,1955,male,499,9,493,587,1,"0,99",29
787,1990,female,324,13,324,180,1,"0,99",14
788,1970,male,319,5,263,149,2,"2,98",23
789,1978,female,296,13,141,30,3,"8,97",19
790,1961,male,280,15,67,67,1,"0,99",15
791,1991,female,513,12,495,139,1,"0,99",16
792,1970,male,288,2,34,466,42,"967,61",115
793,1952,male,483,1,144,2036,5,"24,95",38
794,1965,male,293,15,137,302,64,"1115,38",52
795,1979,male,128,11,49,96,6,"46,94",60
796,1958,male,508,9,27,87,6,"18,94",21
797,1967,male,298,6,19,94,8,"40,94",79
798,1977,male,119,2,115,99,1,"0,99",32
799,1957,male,96,2,4,103,11,"249,91",166
800,1942,male,713,2,409,911,1,"4,99",44
801,1967,male,137,7,117,79,1,"0,99",29
802,1979,male,109,14,33,229,8,"15,92",77
803,1946,male,89,10,74,70,3,"9,97",60
804,1952,female,303,2,10,725,6,"53,96",114
805,1954,female,300,2,297,292,4,"28,94",23
806,1952,male,110,2,94,154,2,"2,99",23
807,1948,female,897,20,31,75,6,"25,95",60
808,1945,male,123,3,20,97,3,"16,99",56
809,1973,male,535,25,438,8,3,"11,97",6
810,1953,male,507,2,16,1300,15,"320,88",557
811,1957,male,301,2,163,177,4,"12,96",45
812,1959,female,149,3,11,266,77,"365,3",115
813,1960,male,533,4,5,401,13,"167,91",150
814,1982,male,103,8,79,158,2,"4,99",51
815,1968,male,504,2,253,292,8,"41,92",31
816,1951,female,713,2,699,362,1,"9,99",65
817,1946,female,298,3,10,226,15,"164,87",73
818,1950,female,288,22,210,66,5,"10,95",38
819,1964,male,123,21,68,106,5,"72,96",68
820,1937,female,82,2,19,111,8,"35,94",77
821,1960,male,82,4,81,17,1,"0,99",18
822,1956,male,687,2,6,172,4,"12,97",52
823,1956,male,505,15,393,412,6,"13,94",24
824,1966,male,133,2,67,218,4,"9,96",40
825,1915,male,503,10,402,648,8,"17,92",282
826,1950,female,84,2,74,86,1,"0,99",19
827,1970,male,323,2,30,437,8,"41,95",72
828,1959,female,112,2,2,149,39,"409,71",159
829,1963,female,491,2,160,799,1,1,14
830,1963,female,124,2,46,290,2,"2,99",43
831,1951,male,903,14,903,7,2,15,4
832,1959,male,893,28,633,30,1,"0,99",8
833,1977,male,497,2,409,261,71,"439,29",18
834,1917,female,108,3,14,137,3,"10,99",1
835,1961,male,710,27,248,48,7,"37,93",9
836,1976,male,473,16,311,1566,4,"35,96",63
837,1952,male,324,2,34,899,6,"12,98",36
838,1970,male,339,6,288,1568,11,"115,88",782
839,1961,female,123,3,55,265,12,"115,91",107
840,1971,male,122,5,108,168,1,"0,99",26
841,1964,female,385,2,380,432,1,"9,99",18
842,1938,male,499,6,344,121,10,"90,9",20
843,1962,male,297,2,293,120,2,"6,97",16
844,1986,female,151,27,111,15,3,"4,99",13
845,1972,male,882,8,142,133,18,"32,82",16
846,1962,male,487,4,161,304,13,"139,86",42
847,1935,female,304,2,148,131,26,"143,74",44
848,1969,male,287,5,5,42,19,"106,81",60
849,1970,female,129,2,122,180,4,"13,98",49
850,1964,female,97,3,29,138,9,"37,94",66
851,1968,male,85,2,66,336,8,"58,92",97
852,1952,female,300,6,300,16,1,"4,99",8
853,1954,female,119,1,66,682,2,"4,99",36
854,1963,male,84,2,81,57,1,"0,99",27
855,1982,female,83,21,65,6,3,"14,97",29
856,1972,female,330,1,226,852,5,"60,95",797
857,1958,male,309,7,132,441,2,"1,99",19
858,1970,male,114,11,91,239,16,"618,85",438
859,1944,female,83,2,82,258,1,"0,99",22
860,1983,male,719,8,246,18,2,"5,98",8
861,1943,female,83,3,54,31,4,"12,96",47
862,1954,female,676,2,675,35,3,"25,97",9
863,1970,male,337,13,300,493,5,"36,95",20
864,1951,male,119,2,63,607,2,"9,98",32
865,1949,male,106,5,7,9,8,"52,94",100
866,1970,female,332,30,117,117,9,"70,9",30
867,1986,female,276,8,258,159,7,"29,93",17
868,1979,male,124,10,120,119,5,"21,95",69
869,1960,male,90,2,10,136,12,"70,89",104
870,1958,male,83,4,14,74,6,"56,94",58
871,1967,male,507,2,245,1035,4,"8,96",18
872,1957,female,277,2,81,471,6,"21,95",38
873,1960,male,146,27,139,132,1,"0,99",12
874,1972,male,100,9,81,16,1,"0,99",23
875,1981,male,327,4,322,832,4,"16,96",788
876,1956,female,286,2,2,914,33,"172,75",112
877,1955,male,276,21,268,18,4,"74,96",10
878,1966,male,107,8,9,119,8,"69,93",119
879,1971,male,87,18,87,39,1,"0,99",36
880,1960,male,317,2,39,1090,7,"100,93",63
881,1966,male,314,2,6,865,175,"1916,21",67
882,1949,female,309,14,28,10,1,"0,99",21
883,1950,female,295,2,99,530,80,"1167,12",561
884,1942,male,147,7,7,138,16,"85,86",91
885,1959,female,902,8,162,202,6,"22,94",36
886,1955,male,865,2,66,795,3,"5,99",41
887,1958,male,498,22,486,214,4,"3,96",15
888,1978,male,310,5,5,28,46,"3239,54",348
889,1978,female,305,2,266,120,5,"23,95",16
890,1969,male,912,12,168,45,1,"0,99",9
891,1958,male,320,10,20,340,21,"208,8",169
892,1964,male,90,2,5,356,20,"1865,87",481
893,1954,male,497,7,492,64,4,"19,96",10
894,1970,female,316,25,275,27,2,"10,98",11
895,1970,male,324,12,47,30,10,"206,91",137
896,1945,female,291,12,53,38,12,"122,92",133
897,1958,male,92,5,75,15,2,"3,98",16
898,1954,male,87,3,13,108,5,"27,97",55
899,1943,female,288,13,226,20,3,"10,97",7
900,1945,male,507,7,254,400,21,"101,79",43
901,1954,female,298,6,165,74,23,"158,77",13
902,1958,female,277,4,39,104,5,"25,96",58
903,1951,male,375,30,229,5,4,"4,96",13
904,1936,female,263,14,62,22,5,"10,95",30
905,1945,male,489,7,28,1013,37,"251,65",69
906,1965,female,287,18,276,39,8,"52,9",21
907,1954,female,116,4,9,59,4,"8,98",27
908,1944,male,111,11,38,403,39,"1510,65",295
909,1958,female,286,24,279,14,2,"9,98",6
910,1953,male,496,12,439,209,5,"17,95",27
911,1982,male,285,17,280,104,7,"71,93",27
912,1945,female,135,2,13,405,31,"398,72",144
913,1956,male,104,2,57,83,1,"0,99",45
914,1962,male,311,2,67,241,15,"34,87",62
915,1946,male,289,6,280,245,5,"61,95",53
916,1965,male,122,3,60,295,6,"28,94",51
917,1952,female,121,2,79,98,1,"4,99",42
918,1970,male,107,7,26,156,3,"4,99",41
919,1967,male,104,5,34,91,7,"32,94",61
920,1952,female,85,5,76,70,4,"13,99",44
921,1974,female,329,12,227,860,13,"275,87",780
922,1952,male,807,2,362,421,2,"6,98",22
923,1970,male,317,21,167,120,26,"1182,72",40
924,1957,female,304,3,96,393,5,"27,95",45
925,1939,male,277,8,269,8,2,"6,98",18
926,1958,male,507,2,381,210,2,"1,98",59
927,1950,female,122,6,25,27,3,"4,99",26
928,1974,male,124,13,116,63,3,"7,99",53
929,1950,female,116,2,18,160,4,"28,97",53
930,1971,female,115,3,106,65,1,2,12
931,1948,male,465,5,284,325,12,"78,88",17
932,1949,male,504,8,255,584,1,"0,99",44
933,1950,female,119,2,4,354,33,"351,87",145
934,1977,male,221,2,2,1214,24,"265,77",242
935,1970,female,279,2,16,157,6,"22,95",49
936,1951,male,110,2,4,558,8,"41,94",75
937,1944,female,83,2,12,231,5,"69,97",77
938,1951,male,299,6,77,20,5,"47,94",50
939,1956,male,89,2,79,225,1,2,65
940,1968,male,89,16,89,15,1,"0,99",23
941,1959,female,680,2,13,1036,27,"373,75",123
942,1996,male,108,3,72,127,4,"11,97",34
943,1949,female,84,27,32,30,11,"134,9",160
944,1990,male,303,17,233,165,1,"0,99",10
945,1946,female,143,5,112,7,1,"0,99",8
946,1949,male,136,2,50,108,1,"1,99",22
947,1954,male,496,2,464,140,2,"6,98",21
948,1970,male,346,13,299,257,18,"189,82",27
949,1949,male,328,1,115,659,15,"355,84",128
950,1989,male,342,20,293,65,1,"0,99",16
951,1953,female,304,2,197,860,68,"321,32",501
952,1938,female,676,11,670,542,1,"4,99",43
953,1969,male,123,2,110,164,1,"0,99",28
954,1962,male,341,6,332,9,1,"4,99",6
955,1967,female,152,23,62,228,3,"5,99",30
956,1975,female,85,9,73,83,3,"14,97",61
957,1980,male,60,23,53,35,3,"129,97",159
958,1950,female,45,1,7,51,2,"5,98",17
959,1958,male,295,16,82,35,9,"147,9",50
960,1985,female,134,3,132,18,1,1,11
961,1952,male,132,7,76,17,2,"3,98",42
962,1969,male,98,8,82,33,6,"24,96",65
963,1976,female,132,15,99,65,6,"20,97",69
964,1961,female,98,2,5,45,16,"173,88",118
965,1979,female,292,2,214,402,6,"39,94",23
966,1975,male,90,12,62,53,2,"4,98",22
967,1947,male,513,2,153,2582,7,"9,95",88
968,1954,male,306,22,244,183,18,"97,8",24
969,1975,male,674,2,4,362,10,"74,91",85
970,1965,male,281,2,265,273,3,"14,97",13
971,1973,male,121,5,93,122,2,"3,98",28
972,1949,male,128,17,27,457,8,"14,94",53
973,1962,male,107,21,48,70,34,"616,71",246
974,1951,female,628,1,5,1493,19,"134,87",79
975,1949,female,283,2,14,70,10,"63,92",78
976,1992,male,121,28,57,34,1,2,19
977,1955,male,88,25,48,279,8,"58,95",79
978,1953,male,316,6,284,247,6,"30,94",19
979,1946,male,302,22,27,182,28,"331,71",124
980,1976,female,702,5,655,236,2,"18,98",36
981,1961,male,144,12,137,5,1,"4,99",10
982,1969,male,106,30,51,65,7,"103,93",129
983,1970,male,326,18,259,15,1,"4,99",3
984,1971,male,507,3,331,76,1,"0,99",15
985,1966,male,112,16,98,10,2,"6,99",28
986,1969,male,152,2,14,155,10,"33,93",45
987,1973,male,114,27,113,73,1,"4,99",26
988,1960,male,332,2,4,686,24,"266,82",124
989,1987,male,108,7,51,74,5,"34,98",77
990,1952,male,118,2,79,72,2,"3,98",30
991,1958,male,81,2,34,72,5,"20,95",105
992,1933,male,863,9,265,314,3,"13,97",30
993,1959,female,111,2,81,37,8,"22,97",74
994,1962,female,112,2,27,515,9,"34,98",71
995,1970,male,264,2,3,367,12,"61,9",48
996,1967,male,491,16,182,209,1,"0,99",59
997,1967,female,151,6,118,117,2,"13,99",48
998,1963,male,313,24,312,13,1,"1,99",17
999,1944,female,494,10,10,31,23,"169,77",108
1000,1981,male,85,5,53,26,3,"8,98",76
1001,1961,male,278,6,35,508,16,"44,86",64
1002,1959,male,277,2,149,818,2,"1,98",761
1003,1964,female,134,15,123,47,2,"3,98",24
1004,1954,female,118,16,64,312,18,"60,93",50
1005,1962,female,102,2,2,174,12,"34,94",57
1006,1965,female,343,3,169,472,2,"9,98",51
1007,1958,male,345,3,12,877,31,"238,7",404
1008,1940,male,321,2,5,121,1,"0,99",23
1009,1962,male,145,2,95,253,9,"84,95",72
1010,1965,male,521,16,123,541,5,"7,97",43
1011,1970,female,331,20,200,18,2,"1,98",16
1012,1952,female,295,2,20,96,8,"78,91",71
1013,1960,male,294,2,277,111,1,"0,99",20
1014,1982,male,251,5,184,328,1,"0,99",529
1015,1961,male,238,4,144,135,1,1,32
1016,1988,male,307,15,73,34,4,"10,97",38
1017,1961,male,99,2,88,149,3,"6,97",42
1018,1951,male,862,26,576,46,1,"0,99",10
1019,1970,female,326,5,145,248,14,"15,86",23
1020,1958,female,93,13,93,2,1,2,5
1021,1982,male,726,3,215,594,1,"0,99",36
1022,1954,female,472,2,463,622,2,"50,98",15
1023,1949,female,526,4,30,56,3,"9,97",39
1024,1970,female,328,3,286,262,3,"11,97",36
1025,1961,male,896,8,507,48,2,"5,98",17
1026,1966,female,525,4,378,239,2,"11,98",41
1027,1965,female,134,3,10,94,9,"77,92",168
1028,1942,male,687,2,6,152,31,"236,68",27
1029,1970,male,337,11,195,151,3,"16,97",40
1030,1983,male,104,21,48,24,12,"93,88",111
1031,1960,female,253,26,159,389,2,"26,99",34
1032,1959,female,892,2,164,118,15,"96,85",12
1033,1969,male,499,5,12,90,8,"110,92",56
1034,1947,male,486,4,485,13,1,"0,99",5
1035,1958,female,205,2,50,164,5,"21,95",43
1036,1971,male,169,2,33,101,3,"4,99",30
1037,1966,male,509,3,5,439,19,"216,82",75
1038,1970,male,334,18,148,55,3,"3,97",41
1039,1944,male,113,2,83,167,11,"192,9",106
1040,1960,male,84,14,79,10,1,"0,99",24
1041,1979,female,84,2,20,143,23,"121,83",103
1042,1956,male,280,8,277,5,1,"9,99",17
1043,1980,female,83,3,5,101,1,"0,99",18
1044,1940,male,495,2,68,191,11,"76,89",75
1045,1947,female,308,12,40,534,25,"283,87",127
1046,1953,female,293,2,242,28,4,"22,96",49
1047,1951,male,874,14,14,108,2,"10,98",43
1048,1959,female,144,2,117,38,4,"7,98",38
1049,1965,female,115,2,61,237,4,"8,97",35
1050,1937,male,909,2,30,81,1,"0,99",22
1051,1970,male,484,5,366,32,1,"0,99",9
1052,1970,male,127,2,39,269,6,"259,95",156
1053,1971,,120,12,55,92,7,"39,94",99
1054,1947,male,116,8,8,12,10,"92,9",85
1055,1973,female,279,15,34,100,11,"123,9",112
1056,1958,male,149,1,7,473,8,"18,92",84
1057,1976,male,310,4,194,295,17,"123,82",18
1058,1966,male,289,7,163,85,5,"154,95",63
1059,1970,female,326,27,299,318,2,"6,98",35
1060,1949,male,124,2,117,281,1,2,19
1061,1964,male,112,2,55,533,13,"64,9",779
1062,1956,female,264,2,237,451,4,"3,96",19
1063,1947,male,713,3,664,818,4,"10,96",36
1064,1968,male,114,10,113,32,3,"10,98",44
1065,1970,male,308,16,42,89,12,"142,88",72
1066,1980,female,284,6,209,263,3,"3,97",18
1067,1950,female,291,30,101,47,20,"131,8",71
1068,1965,male,109,3,70,203,3,"12,98",61
1069,1970,male,335,5,65,35,2,"2,99",37
1070,1984,male,314,11,46,27,3,"6,98",43
1071,1961,female,309,11,30,97,12,"56,89",33
1072,1962,male,128,17,26,60,6,"22,95",56
1073,1940,female,117,18,94,18,1,"0,99",16
1074,1945,female,115,18,96,20,1,"0,99",14
1075,1965,male,862,21,278,51,1,"0,99",9
1076,1959,male,338,17,169,108,1,"4,99",9
1077,1982,male,308,18,40,171,12,"135,9",110
1078,1967,,304,6,221,100,5,"79,95",29
1079,1952,male,672,6,461,459,3,"16,97",26
1080,1973,male,511,2,29,348,42,"237,58",53
1081,1964,female,295,23,29,62,2,"4,98",28
1082,1952,female,122,2,74,248,1,"0,99",20
1083,1982,male,315,2,273,712,4,"19,96",99
1084,1934,female,301,14,14,19,4,"8,95",18
1085,1951,male,122,3,62,30,3,"10,97",27
1086,1948,female,116,29,111,30,3,"6,97",17
1087,1967,female,82,2,22,56,2,"3,99",24
1088,1972,female,121,1,49,903,3,"24,97",705
1089,1976,male,96,2,84,131,2,"14,98",35
1090,1941,female,289,2,171,1093,3,"28,97",32
1091,1942,male,505,2,47,187,4,"5,98",42
1092,1954,female,385,22,225,23,4,"3,96",26
1093,1954,male,287,2,283,81,1,"9,98",24
1094,1957,male,81,2,60,56,1,"0,99",16
1095,1933,male,89,13,86,33,2,"5,98",42
1096,1969,male,81,3,55,83,5,"14,95",60
1097,1982,male,280,3,128,55,3,"3,98",17
1098,1980,male,280,29,208,617,1,"0,99",289
1099,1960,male,107,9,29,140,13,"101,89",71
1100,1961,male,303,5,14,193,25,"355,74",70
